borrower_id,income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,age,education_level,marital_status,num_of_credit_inquiries,credit_history_length,loan_id,loan_type,loan_amount,interest_rate,loan_term,collateral_value,loan_to_value_ratio,repayment_schedule,current_balance,num_of_late_payments,interest_rate_change,unemployment_rate,inflation_rate,gdp_growth_rate,housing_market_index,utility_payment_history,rental_payment_history,social_media_activity_score,spending_behavior_score,fraud_score,inconsistent_application_data,geo_location_mismatch,customer_lifetime_value,cross_product_ownership,customer_satisfaction_score
258,39384.95802,Unemployed,653,0.232982463,41477.16954,62,High School,Single,6,10,258,Auto,21282.37684,11.15569752,172,76299.62287,0.615587942,Quarterly,23436.67634,0,-0.209415004,9.782716574,1.552659248,3.391728105,279.4963003,0.138601498,0.489445181,20.91626834,23.14531713,0.990172805,1,0,19159.46876,1,0.205702073
259,56657.29142,Retired,327,0.122634262,33981.51441,34,PhD,Widowed,2,16,259,Personal,14232.86484,3.810994042,89,33245.04009,0.671911246,Monthly,19932.96438,4,0.96632458,3.071201961,9.270412688,2.591624812,445.2103844,0.486829428,0.009923207,31.18876842,37.73911104,0.421836732,0,0,10553.23424,3,34.39130892
260,61619.5108,Self-employed,342,0.249568419,41393.17192,35,Bachelor's,Single,5,10,260,Auto,11135.01842,2.910512337,49,53628.67642,0.807015599,Annually,6844.015985,3,-0.510376537,5.58601387,1.729674245,0.987737041,447.7836411,0.248715682,0.968737489,11.64076865,79.20842966,0.097069328,0,0,46804.25877,1,49.4583298
261,36096.04293,Self-employed,722,0.477779433,20452.61595,59,High School,Single,6,18,261,Business,33047.13081,4.706467628,39,6637.189477,0.930427514,Quarterly,34380.07145,3,-0.247258745,3.297289523,9.228082387,4.611244019,288.2764871,0.168106861,0.751563632,45.68990709,52.80714117,0.120569017,0,0,29485.83658,3,81.86421885
262,49107.11966,Unemployed,476,0.356693759,8659.531565,65,Master's,Divorced,1,17,262,Mortgage,21394.63452,6.628657051,111,21270.2153,0.876606719,Annually,49645.17454,2,-0.397825639,12.05447439,5.417265245,-3.084050503,489.1702842,0.734325313,0.158852076,98.43091909,40.21173856,0.583893714,0,1,15078.94457,2,83.85586427
263,1380.989899,Unemployed,828,0.368591659,37159.59642,37,High School,Married,2,21,263,Personal,9803.305162,7.924735421,305,48839.14561,0.776700013,Quarterly,19782.34106,3,-0.780750027,4.747749552,5.032820015,4.43379719,130.234037,0.538096935,0.34167404,51.46127912,2.944251474,0.979069403,0,0,35534.05973,1,72.49394406
264,34634.18538,Employed,793,0.352912861,18663.25075,54,Master's,Married,3,28,264,Personal,34766.34499,2.10169555,135,9054.38666,0.681146499,Monthly,31227.9318,4,-0.020211716,13.42856523,9.759763716,-0.98561838,101.3449513,0.216185332,0.160562378,74.18821683,75.3385424,0.571951102,0,0,19371.52352,2,24.71976225
265,46211.47773,Unemployed,497,0.179596856,33892.27044,62,High School,Married,9,13,265,Business,28688.54187,14.60273999,103,84411.56931,0.682525639,Quarterly,48148.79712,2,-0.242618673,10.71989176,9.913457599,0.283989834,252.2673055,0.310000011,0.766617464,68.29377977,97.2182078,0.949041477,0,0,7473.666575,2,72.01869343
266,31283.25227,Employed,816,0.267333546,14261.55316,35,PhD,Single,5,1,266,Auto,43074.93069,11.16685122,266,71941.61791,0.939708655,Quarterly,41576.74862,0,0.389774172,5.753024118,6.851603134,-3.772606805,340.4388245,0.966653671,0.058896325,84.99114351,62.02870095,0.444132851,1,0,12624.37926,3,24.65391979
267,74486.16956,Employed,813,0.400375919,4980.252106,34,Bachelor's,Married,0,1,267,Personal,6756.319045,5.863119882,108,94391.55023,0.519621788,Monthly,23177.61117,1,0.635189094,4.892643805,2.144073627,0.401074389,351.680063,0.848679565,0.840406656,21.57234905,85.65412207,0.435841104,0,0,32494.61694,3,21.46081917
268,28547.87933,Self-employed,321,0.140549159,49636.50798,26,PhD,Divorced,8,15,268,Auto,39497.6635,5.802412973,17,69499.95714,0.993991322,Annually,36874.47422,0,0.088499429,10.53149641,5.555530771,1.112067519,290.5782945,0.879946743,0.942196339,75.38262617,51.68757432,0.500007359,0,0,3541.929194,1,54.71279542
269,43399.3327,Self-employed,411,0.21114111,8653.873889,31,PhD,Single,4,1,269,Business,34002.32255,7.555324416,180,94069.93654,0.832187705,Quarterly,6406.752013,4,-0.935607156,13.81004376,5.762467909,4.977015418,149.9533253,0.460012097,0.676627943,88.13552403,23.16809654,0.697425458,0,0,14361.76296,4,67.88544438
270,51961.10866,Retired,356,0.210527643,49432.6287,66,Master's,Single,6,6,270,Mortgage,6635.535905,9.954305107,282,55673.99929,0.84056885,Quarterly,25605.19277,2,0.237844712,11.62032263,5.630017853,4.751924111,168.1990087,0.623807264,0.21296545,17.1509823,1.444210424,0.367615966,0,0,11207.2624,0,5.305176591
271,71619.09934,Self-employed,365,0.272807571,48886.7167,46,Master's,Single,8,25,271,Personal,35046.21576,3.476036399,119,60221.7518,0.518998919,Monthly,13953.01386,0,-0.88921854,7.182559819,6.125426547,4.663972919,440.8591935,0.37676774,0.360090096,34.68022198,65.33982676,0.863886033,0,0,10855.62042,3,6.002260112
272,28462.06773,Self-employed,397,0.492147496,39897.08709,48,Master's,Single,8,26,272,Auto,22635.81716,4.050552486,310,97708.61994,0.802764637,Annually,8058.184395,2,0.232712647,10.04860314,1.168522424,-1.516119399,447.1644527,0.077711976,0.477239875,97.01017643,49.31088482,0.029281385,0,0,34455.35819,2,78.41706868
273,67447.45628,Unemployed,443,0.127001019,33311.72514,21,PhD,Divorced,0,13,273,Personal,47304.25449,13.10236687,58,64391.85011,0.74238903,Annually,21314.04531,3,0.370059899,6.729140344,7.401045533,4.912664987,369.5594151,0.401069311,0.604624772,78.0787846,78.20981471,0.439764195,0,0,41465.02892,0,85.9497251
274,50153.49592,Self-employed,734,0.307480398,29312.54546,35,High School,Married,0,27,274,Auto,7938.95618,4.959441473,110,3563.263602,0.552889453,Monthly,6550.727722,1,-0.604464745,14.9897948,7.411548718,-0.445218484,365.6871889,0.593980753,0.66866309,28.25908325,69.46824174,0.51099185,0,1,36077.4638,1,60.44409163
275,35277.37023,Retired,385,0.171745873,43438.97572,37,High School,Divorced,2,28,275,Auto,32498.83615,6.632632473,25,72518.37627,0.638961005,Monthly,34949.25541,4,0.638692297,11.98607026,2.039227977,3.518362588,339.0728512,0.287144271,0.554214715,56.39417696,98.79523682,0.607032238,0,0,32640.66297,0,42.88280097
276,56931.55211,Unemployed,643,0.488270618,15182.53656,73,PhD,Married,5,1,276,Auto,19717.02223,13.26216999,205,90594.13487,0.945157228,Quarterly,22812.0022,0,0.822170263,10.37257968,6.132154982,-2.83680031,181.1703543,0.847950575,0.351313921,40.43261228,51.03125834,0.276071912,0,1,45906.13682,0,84.53164796
277,52985.89543,Retired,593,0.145321402,23916.37941,73,PhD,Divorced,1,5,277,Business,47883.91886,10.4524957,168,79660.23485,0.774994208,Monthly,26557.23163,1,0.626173928,8.079109713,6.115250642,0.058331797,271.3002801,0.151100159,0.890917281,48.99651763,42.71747897,0.427479971,0,0,3861.226641,4,72.88170328
278,40996.74684,Self-employed,542,0.261440401,31350.1085,64,Bachelor's,Widowed,9,9,278,Mortgage,17168.76987,6.113110371,165,58591.41063,0.706708288,Monthly,7318.796933,4,-0.38978162,10.41782748,7.142053782,4.660120961,378.3578606,0.367129089,0.081392058,35.51661914,28.67396894,0.48453775,0,0,9206.671213,4,57.95941984
279,51047.03127,Retired,331,0.395153994,21148.33332,60,Master's,Widowed,0,25,279,Personal,48147.10957,10.72994387,126,67294.69955,0.536341078,Monthly,6988.583055,4,0.173286025,7.09939275,1.768579229,4.470313969,314.9009088,0.124903905,0.466256054,27.93310185,47.68612918,0.686909979,0,0,21305.93593,0,31.97571219
280,44220.29605,Unemployed,690,0.381821771,21946.83625,61,Master's,Widowed,0,17,280,Mortgage,45172.8067,1.765723408,269,99024.08303,0.857060764,Annually,29170.77176,3,0.829630298,3.346378073,6.638529765,1.837348778,107.4321336,0.404832134,0.775564838,67.47630414,87.28714781,0.773544185,0,0,19250.13053,4,19.79950617
281,51702.76018,Employed,576,0.269091455,17183.94871,26,PhD,Widowed,4,16,281,Auto,14248.77853,11.43117591,156,9520.877807,0.851425412,Monthly,49250.48739,2,-0.358670548,7.741062268,3.526767557,2.978143226,481.4227227,0.039661305,0.060872665,77.85418151,4.243972579,0.737827327,1,0,21484.52855,4,41.86730393
282,59931.96012,Retired,831,0.238609667,28647.35902,30,PhD,Single,3,8,282,Auto,40373.54706,8.074716547,302,66890.86045,0.807021803,Quarterly,4812.529162,2,0.640055645,14.16576983,5.563026914,-3.235733034,437.926421,0.272549395,0.705335217,87.39571227,97.79000473,0.341583052,0,0,11116.29035,0,28.6822576
283,73790.25224,Retired,453,0.259044951,42678.15187,32,High School,Single,0,17,283,Mortgage,49784.60589,12.47795899,21,28698.07061,0.755131323,Quarterly,14286.57143,1,-0.981049737,10.51561314,7.959911974,2.216585495,204.2180056,0.400735255,0.819711623,15.53299673,99.33071943,0.999450523,0,0,8325.662463,3,33.92585877
284,31432.76752,Unemployed,682,0.205710505,10874.89052,44,PhD,Divorced,3,15,284,Mortgage,13380.48711,14.3876083,225,64188.99446,0.716892201,Quarterly,43472.95583,3,-0.992706594,4.007468437,7.350813427,1.180508083,346.5835741,0.478165363,0.660831299,82.28555236,59.78213786,0.848665312,0,0,25950.46913,4,51.56310553
285,81995.50062,Unemployed,367,0.182133175,46787.2189,32,High School,Divorced,2,24,285,Personal,22402.0813,13.99814542,244,60958.5458,0.796635546,Monthly,3613.600613,4,0.519423321,13.61992336,2.070127159,-4.084482642,469.2957535,0.543696358,0.012936892,25.48008245,33.15442037,0.260023373,0,0,46474.57368,0,16.9093957
286,20718.68301,Retired,513,0.293215879,34765.29503,45,PhD,Widowed,1,1,286,Auto,26488.85609,13.77507809,182,15768.95479,0.616697726,Annually,43794.28607,3,0.522895164,6.226498192,6.320663084,-3.868409934,138.4044048,0.27499113,0.180137027,42.73363899,22.30489683,0.195105806,0,0,20206.50366,3,80.61766801
287,47723.22357,Self-employed,675,0.207413502,41340.38742,54,Bachelor's,Married,8,12,287,Mortgage,15451.62565,8.414294405,32,21071.29125,0.970629532,Monthly,26214.29917,3,0.577954376,5.925233917,9.722048778,-3.915563822,301.2117923,0.523041335,0.342113079,90.14436858,27.64903957,0.314021251,0,0,3124.307492,4,14.55294617
288,58824.7581,Retired,512,0.214984666,28253.34394,72,Bachelor's,Widowed,0,5,288,Business,1747.977143,6.361918541,26,62352.14302,0.794397265,Monthly,20413.3387,1,0.860053676,6.565091625,2.410924936,2.243569348,282.4972103,0.509004622,0.233690036,45.4503601,5.01054265,0.452344853,0,1,35602.1998,0,48.09936394
289,54214.87802,Unemployed,378,0.362702425,39196.31837,36,High School,Divorced,6,24,289,Auto,11786.33297,7.777976884,137,13258.87976,0.655596222,Quarterly,15484.02822,2,-0.764187376,9.926426834,8.67616379,-3.582847918,264.0820021,0.316178051,0.96265214,19.7063534,47.51109585,0.850799378,0,0,15264.14037,4,74.59713381
290,40659.5072,Employed,680,0.487414933,1793.81947,43,Master's,Widowed,3,6,290,Auto,14814.90733,10.81359604,352,26885.49708,0.724839925,Monthly,14855.85791,3,-0.53603003,9.536257121,7.322932725,-0.322677289,434.2354436,0.830200331,0.651593914,15.98686552,5.732427086,0.778362264,0,0,13009.65536,3,48.50207077
291,46878.16624,Employed,357,0.34145488,41100.64081,69,Bachelor's,Divorced,4,25,291,Personal,22736.38536,13.43396999,352,83606.932,0.902842394,Annually,15290.12912,3,0.807449841,8.896965055,7.966029816,-1.430181941,252.2584587,0.545641127,0.296970957,47.29837667,71.84742148,0.851246124,0,0,16888.64203,0,36.10220636
292,42604.98598,Self-employed,325,0.130791787,2966.804095,43,High School,Widowed,9,1,292,Business,9384.021442,4.294315091,224,33045.60485,0.58080803,Quarterly,44240.15405,3,-0.645527604,11.61044236,3.537624944,0.505041408,125.4653333,0.332269719,0.929697499,76.2672424,37.19294555,0.271957115,0,0,36466.96067,3,47.48913058
293,41159.52865,Retired,746,0.130233446,44605.75544,42,PhD,Married,4,25,293,Personal,43789.46348,13.89560764,199,49061.98555,0.646417811,Annually,36189.76151,0,0.364458535,6.798452776,3.591000364,2.064764872,126.3350969,0.947338512,0.740594199,99.7205144,19.93647317,0.593461222,0,0,41122.14996,2,84.86706989
294,62744.03146,Employed,365,0.480569288,49606.17461,43,PhD,Widowed,0,1,294,Business,35540.6455,12.50493313,183,94143.46335,0.839754011,Annually,33486.15039,3,0.060926,12.38477426,9.154175102,1.847225372,117.0978426,0.845112413,0.284607212,78.74086284,54.48535578,0.283249062,1,0,29814.7473,1,99.04316983
295,55355.23229,Retired,553,0.218916316,15409.30565,43,High School,Married,5,10,295,Personal,5174.8234,14.7145562,258,23101.33434,0.657744603,Annually,39937.45745,3,-0.833612646,5.103860141,4.238488289,0.155199159,263.6581687,0.982587812,0.378881569,87.70119589,97.37593072,0.109023161,0,0,16801.45893,2,63.11432893
296,39606.35607,Unemployed,343,0.136826794,11305.60926,63,Master's,Married,8,10,296,Business,32854.53011,13.38339894,16,39267.78873,0.896250841,Monthly,12855.73315,4,-0.429472676,12.39144947,1.567138516,-0.356651264,387.3625111,0.692233875,0.199428858,74.78323609,69.5131049,0.684197743,0,0,16213.43342,4,79.34440426
297,63493.99813,Employed,396,0.339617835,38502.80483,45,High School,Divorced,1,3,297,Business,33029.16734,5.279153951,242,60842.54867,0.565226744,Monthly,30902.1406,0,0.040744433,10.96572126,6.405370332,-1.021844049,181.4889848,0.378222906,0.971073998,89.54351008,49.17468501,0.142997551,0,0,7091.109145,3,1.448868616
298,54609.49281,Self-employed,526,0.349459511,13398.29071,66,High School,Married,6,17,298,Business,47854.83751,2.930404803,212,75656.22349,0.881343085,Monthly,23003.31195,3,0.704700233,11.19849971,2.123359021,3.619099483,358.5874082,0.280860667,0.517296496,7.629354331,77.69142993,0.667697762,0,0,46731.75136,0,88.03644095
299,62192.93178,Unemployed,735,0.359401928,43412.55678,35,Bachelor's,Single,5,19,299,Mortgage,1148.022696,3.015254472,160,90214.51198,0.534175857,Monthly,39122.08176,3,0.415076979,8.778640766,8.169366173,-1.691481951,374.8353888,0.663317844,0.896056687,92.9931599,73.74764719,0.647964305,0,0,32268.83055,3,95.40497599
300,59444.43263,Self-employed,678,0.206960811,6039.287016,49,High School,Single,4,28,300,Auto,13148.69004,5.431514801,83,91589.56226,0.506296306,Quarterly,15462.80552,1,0.243766323,11.00401839,6.775717983,-2.406341788,202.0808496,0.980816582,0.346499771,39.64061537,89.17354611,0.810248444,0,0,2321.756373,4,57.51693418
301,37565.07484,Unemployed,477,0.106044274,7171.804623,70,High School,Single,3,11,301,Business,46461.78249,9.791480274,237,77775.6874,0.949111759,Monthly,32158.93084,1,-0.00793422,3.957564559,8.872538547,2.433154937,340.2230624,0.62671508,0.860841603,92.16142233,20.46689476,0.139554605,0,0,33455.98766,0,75.38048621
302,41597.2844,Employed,726,0.486006148,48978.4262,20,PhD,Divorced,3,29,302,Mortgage,46674.56185,12.3583244,85,23218.91824,0.790669608,Quarterly,44110.62059,0,-0.402632032,13.2186134,8.063535248,-1.402365383,373.947336,0.881614941,0.053886848,7.573283746,85.88775763,0.783480149,0,0,22910.51779,2,51.2744743
303,61209.40408,Self-employed,606,0.200357218,34018.10602,19,Bachelor's,Single,5,18,303,Mortgage,36308.73455,13.63987914,318,2968.528339,0.675913449,Annually,20107.52381,4,-0.761510177,3.666566802,2.009022835,3.469985998,286.6454491,0.329103431,0.982090318,71.52429571,30.1026087,0.999276526,0,0,48655.34019,3,28.62037405
304,59155.55398,Self-employed,803,0.370410515,42497.474,50,PhD,Divorced,3,2,304,Personal,38522.40273,9.920670689,180,38685.50607,0.616297318,Quarterly,3331.104368,0,-0.181847931,4.784898118,4.429636088,-1.721112814,234.6866389,0.406953782,0.912034367,73.56887487,94.09989278,0.851042449,0,0,41134.37242,1,85.2247972
305,49686.47609,Unemployed,567,0.382651948,16892.13949,59,PhD,Divorced,4,9,305,Auto,5482.664939,1.576022722,260,14584.11067,0.808442892,Monthly,25802.54112,0,-0.942963012,9.921476502,7.971042249,2.019448246,347.6606206,0.90627524,0.363202945,99.69108893,28.10651489,0.751812076,0,0,9394.471938,4,59.6836712
306,51759.91075,Self-employed,307,0.344002967,34147.70373,36,Master's,Single,5,24,306,Auto,26179.9159,4.015276483,291,71183.57092,0.754501092,Quarterly,17298.62439,1,-0.577888221,11.87293747,4.756073259,-4.548909937,491.1388349,0.756866702,0.774722165,76.88552707,92.68485432,0.662165355,0,0,36285.44482,4,57.93830838
307,69164.97344,Unemployed,807,0.225162958,30117.84954,34,Master's,Married,4,17,307,Personal,12347.56657,2.846303752,163,66282.49339,0.995798888,Monthly,33611.26903,1,-0.135033248,3.915018772,9.751289363,-1.144371199,270.7365637,0.98141032,0.752257926,38.25737058,96.37907145,0.421781485,0,0,24792.73419,3,65.91322038
308,41126.42917,Unemployed,775,0.208438502,30554.35589,61,Bachelor's,Widowed,6,28,308,Auto,9879.684137,6.40488042,235,4875.178341,0.991607993,Monthly,47551.64624,4,-0.162789629,14.04917777,7.621664049,-1.56769825,256.6940385,0.77476421,0.901254797,55.72485516,14.54913575,0.730500168,0,0,10165.21302,2,85.60031658
309,58206.46072,Unemployed,596,0.339067313,34444.09052,50,Bachelor's,Divorced,8,14,309,Personal,40704.86166,8.268238414,236,83741.08102,0.817512283,Quarterly,24280.4159,3,-0.911409138,14.68329179,1.13949925,3.166787393,285.706761,0.448515707,0.307254981,36.65509382,97.44998833,0.724178035,0,0,35238.25546,2,73.19061258
310,46967.11021,Unemployed,463,0.446438253,29192.59948,29,Master's,Single,9,4,310,Mortgage,7616.868697,2.085861911,49,25249.955,0.721435253,Quarterly,23309.51151,4,0.178120307,10.27140208,8.919871224,4.670554032,130.4873574,0.53106802,0.465520005,19.60186453,8.572296843,0.631498283,0,0,27821.99136,1,21.11241942
311,46734.78195,Employed,784,0.478693492,22024.0561,66,Master's,Divorced,6,29,311,Mortgage,23963.93021,6.204452673,55,43506.59401,0.745570485,Annually,32729.24001,3,0.099368512,8.774921465,1.907243064,-0.391187233,321.2653119,0.900515492,0.864999613,24.85023275,21.85677866,0.796278378,0,0,2488.32006,1,46.68235444
312,66481.65278,Unemployed,371,0.142362322,14520.21202,73,Master's,Married,6,17,312,Business,46990.33374,3.918925607,196,66959.40668,0.841239533,Annually,5174.87518,2,-0.843791392,11.89673967,2.264713518,3.248362772,231.4789549,0.551646736,0.778579454,22.20105343,44.41687809,0.448763888,0,0,32682.80958,3,98.0298332
313,62381.24523,Retired,537,0.161931445,38660.48521,20,Master's,Married,3,17,313,Personal,10105.77072,10.23544724,252,43227.16929,0.550787272,Annually,12675.30945,1,0.886326105,6.940288228,7.610431605,1.99694701,148.5688489,0.255397374,0.393466719,54.88153302,99.35973657,0.121252712,0,0,32114.3674,0,55.45607138
314,62202.64454,Self-employed,403,0.477894504,12087.34907,60,Master's,Single,0,12,314,Mortgage,48921.67776,7.767676986,342,44408.13638,0.664176037,Annually,45948.96628,2,-0.801234442,8.919173209,8.784717035,4.673859877,286.5026964,0.435619813,0.845725233,90.61606345,48.85630512,0.559067728,0,0,8060.172892,2,93.82453535
315,69582.18211,Retired,509,0.394614091,34925.361,66,PhD,Divorced,7,28,315,Mortgage,49720.1113,8.186788234,221,7029.985536,0.537636121,Annually,33497.13067,2,0.709668302,13.99381232,5.827146651,3.111085143,101.3535946,0.516315989,0.046954039,91.27266261,55.04094432,0.265043529,0,0,18100.39862,0,81.33694863
316,50315.05762,Employed,767,0.45319753,12433.30831,72,Bachelor's,Widowed,3,20,316,Personal,28225.24058,7.273839138,34,40443.63315,0.53668038,Quarterly,672.2021992,1,-0.999380536,14.4678651,3.601447597,-4.22521934,260.7140981,0.096719834,0.782046303,5.476377753,69.44249495,0.384433097,0,0,29709.04957,0,66.60234418
317,60229.29457,Retired,753,0.181053054,31641.17833,43,PhD,Widowed,0,18,317,Mortgage,9336.994269,14.40626609,135,76602.36538,0.597919621,Annually,10231.27363,2,0.76456219,14.12482939,4.161839907,2.132817224,142.2941072,0.743762674,0.206765859,7.989940095,96.82935583,0.017414904,0,0,7800.367691,3,34.93652027
318,45345.99865,Self-employed,567,0.335034348,37606.83509,52,PhD,Divorced,4,3,318,Auto,16489.13951,4.398924189,97,91560.04555,0.742626627,Quarterly,34141.8633,0,-0.960560536,6.149376804,4.086003966,0.354997154,109.7170814,0.109353933,0.286120908,24.51190572,78.33514001,0.382790588,0,0,42783.44551,1,30.43193475
319,54862.49529,Retired,685,0.380455838,11716.98056,25,High School,Divorced,7,11,319,Mortgage,21800.1488,8.474967508,54,41642.96514,0.892387161,Annually,38219.96013,3,0.515624064,5.789628483,3.940102934,-4.835639421,429.7900185,0.404917713,0.493214844,25.50594525,22.41540044,0.808801106,0,0,2346.816268,0,64.34210653
320,48047.85418,Employed,686,0.372044754,3937.221742,69,PhD,Divorced,3,25,320,Personal,16156.88699,11.43623447,51,42646.78977,0.742747946,Monthly,41992.97863,4,-0.276618377,6.571974071,3.186187046,-2.486870413,466.4995213,0.804622442,0.449734501,9.488917524,30.29909307,0.542722367,0,0,6039.033333,3,43.25612408
321,51454.93947,Unemployed,558,0.263260676,7417.713407,53,Master's,Single,7,18,321,Auto,14751.14341,9.017399577,314,70411.39708,0.667738305,Annually,14608.84017,1,0.4764336,8.295733349,6.479803852,4.21755245,183.0698593,0.467570362,0.520570107,38.84633412,9.762823961,0.009800527,0,0,6689.239073,1,79.87536228
322,58927.35538,Retired,582,0.106157957,30693.8514,70,Master's,Married,7,4,322,Auto,48639.25575,14.04178196,180,94305.81411,0.541176495,Monthly,46551.42981,0,-0.196509589,6.770008954,9.103647867,4.260613728,315.7193055,0.84201552,0.544775596,58.77253927,64.44523642,0.46984382,0,0,26877.24917,0,76.04567395
323,37726.68975,Employed,339,0.333170423,42622.87391,71,High School,Widowed,2,17,323,Mortgage,8514.876543,6.602572801,186,27072.56355,0.775147762,Quarterly,27647.34468,4,-0.858184155,7.490553549,3.763741718,2.988504602,211.1832629,0.341881322,0.331527691,57.81622006,18.07403065,0.291451648,0,0,31385.5866,0,31.21304867
324,81385.80914,Employed,785,0.201240616,3204.844241,24,High School,Single,8,18,324,Business,36933.06753,7.759623378,31,44294.34855,0.635634293,Annually,34826.95112,4,0.535013391,10.44764343,2.680248677,4.817796033,297.4309755,0.957636294,0.175227513,54.34296813,25.74048885,0.477550655,0,0,20783.29903,1,70.27287831
325,34909.73928,Self-employed,519,0.280101698,36973.41169,63,High School,Divorced,2,5,325,Auto,1020.104183,2.695051255,120,79699.33773,0.807467089,Quarterly,29836.94314,4,-0.857494629,12.15030813,8.547198997,3.065452246,274.6525284,0.209468432,0.768481229,33.86719249,88.81136552,0.404692721,1,0,15144.67456,1,49.45501901
326,31787.17081,Self-employed,428,0.483032406,17724.61365,63,High School,Divorced,0,14,326,Personal,30212.9508,9.721487999,204,61164.51015,0.98859387,Annually,6137.002734,2,0.844240872,11.82669838,7.676049978,-4.897958127,207.620422,0.038264145,0.399976149,70.64556853,32.67556753,0.93197922,0,0,40656.55141,4,32.32921008
327,67371.6631,Retired,819,0.259614127,24447.89013,53,High School,Married,1,10,327,Business,45881.20719,5.390861574,255,11503.34122,0.555657161,Quarterly,48155.73297,2,-0.898051928,12.7730828,9.377533284,-2.121656597,380.1574319,0.872426543,0.505840862,82.6483941,56.66467184,0.041177299,0,0,4346.013203,4,41.29665928
328,61874.94041,Unemployed,559,0.435920643,46514.11794,33,PhD,Divorced,5,15,328,Business,15108.77061,3.664172033,335,62959.40719,0.606062699,Annually,6143.778995,2,-0.041349444,3.386212839,2.48967762,-4.693758178,150.5963837,0.752202716,0.644696718,34.62742665,39.75660088,0.683588011,0,0,14734.3012,3,89.53518672
329,59361.79726,Employed,665,0.175416242,17266.60373,41,High School,Single,9,1,329,Auto,10090.77279,8.851172454,291,19081.25532,0.736547269,Annually,12744.09782,2,0.446068862,3.572805476,2.298261827,-4.058920313,121.2291129,0.231983837,0.909637922,8.55353593,7.403128741,0.851026596,0,0,2916.663361,3,35.95176921
330,59425.18264,Retired,843,0.368984199,23801.50976,71,PhD,Single,1,16,330,Mortgage,32932.30995,8.686188556,239,51266.48544,0.984306908,Monthly,40681.39401,0,-0.21350707,12.47259553,5.872864549,-2.81159183,407.0701732,0.984741607,0.707552831,29.63302511,36.28638299,0.959238585,0,0,1680.616613,2,28.73992733
331,49816.29841,Employed,823,0.490802782,1670.438323,18,Bachelor's,Married,5,11,331,Business,35917.46896,2.524267157,47,53145.77513,0.885904888,Quarterly,30929.84808,2,-0.565533051,9.396945868,6.529902894,0.035585463,366.3720125,0.502280129,0.045459226,13.73686546,40.8068203,0.177636227,0,1,18315.61446,4,35.18072207
332,36541.18443,Employed,315,0.14075724,4998.33728,66,High School,Single,0,23,332,Mortgage,34713.49543,10.92590862,56,87682.23454,0.949114597,Quarterly,41907.45827,1,0.518181923,9.937688085,5.321560977,3.475320035,299.4104497,0.95106544,0.838560363,46.73587272,89.57011019,0.531304802,0,0,10546.35946,1,21.46184362
333,51137.06837,Unemployed,428,0.103327977,13670.98797,42,High School,Widowed,0,20,333,Auto,16646.52712,9.920924574,39,46518.18026,0.666857424,Quarterly,25786.80942,4,0.56858941,3.631042323,6.390699727,3.619667562,287.1159082,0.505028771,0.989355015,15.59351513,32.44506536,0.043589577,0,0,14149.92689,4,54.46349874
334,39842.57433,Unemployed,408,0.273433117,2364.7598,27,PhD,Single,4,6,334,Personal,13357.91771,4.051733317,165,28304.52101,0.996019237,Quarterly,18849.66177,0,0.845389968,6.063765614,2.62341792,1.162018586,298.9645518,0.471874587,0.472485025,46.28447577,37.92411198,0.499183524,0,0,41226.41072,3,14.74364363
335,64626.796,Retired,832,0.137050193,31937.39098,71,Bachelor's,Single,9,24,335,Business,47840.0212,7.837370639,34,23481.15165,0.551416408,Quarterly,46092.27498,2,-0.247669779,10.66025166,5.316523787,4.281759391,274.8096304,0.449138537,0.969590336,22.10028923,78.28967687,0.12545809,0,0,8986.024716,3,81.74437864
336,47794.13928,Unemployed,568,0.39935374,21893.51948,33,PhD,Single,8,29,336,Personal,46241.67591,11.22435937,218,87488.06173,0.526486453,Monthly,1812.615876,4,0.012503469,13.31018268,6.922833048,0.000623266,257.1569183,0.334875276,0.547328742,73.87311055,75.89566512,0.837896675,0,0,39231.43499,3,22.55802472
337,37617.54205,Unemployed,461,0.465819466,27859.11493,33,PhD,Widowed,7,22,337,Mortgage,23408.51388,8.647382497,102,17515.58001,0.927801314,Annually,42806.51102,0,-0.273743114,14.00380077,4.894358043,3.890360441,299.8762412,0.533701497,0.459615996,2.756824084,79.82852766,0.113870003,0,0,34077.48053,1,59.80550275
338,45179.21238,Retired,559,0.273608389,9557.712109,25,High School,Divorced,2,16,338,Mortgage,42463.49944,6.839102528,49,42873.92181,0.963632435,Monthly,11540.88926,4,-0.485836356,9.00503395,7.115026022,-0.459347437,311.4060685,0.452554662,0.331404765,55.47463038,95.37707401,0.51328836,0,1,16995.83073,0,12.50254989
339,56193.97181,Unemployed,401,0.203484657,15500.66944,46,Master's,Single,2,2,339,Personal,23163.8504,5.851569184,239,19123.72494,0.545292679,Quarterly,42436.81639,0,0.502065923,9.545690793,5.060721525,-2.227749926,376.7609256,0.036746877,0.657554876,16.94882749,79.55574984,0.521096069,0,0,27781.25111,3,97.84531482
340,41544.13171,Self-employed,805,0.273761328,33527.39927,56,Master's,Married,0,1,340,Auto,21795.06189,9.7403172,213,77443.75199,0.556713713,Quarterly,6959.830671,3,-0.32069631,12.99659557,4.002396228,4.164129181,384.4828643,0.260435233,0.229820421,0.099186447,40.76082032,0.971650498,0,0,22777.34488,4,45.45754589
