borrower_id,income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,age,education_level,marital_status,num_of_credit_inquiries,credit_history_length,loan_id,loan_type,loan_amount,interest_rate,loan_term,collateral_value,loan_to_value_ratio,repayment_schedule,current_balance,num_of_late_payments,loan_default
155,54396.0871,Employed,825,0.230118054,47391.05599,31,Master's,Divorced,0,17,155,Business,47107.3236,10.04113997,321,75620.38395,0.976150692,Monthly,49523.2866,3,0
156,39284.72873,Employed,814,0.385048533,20610.40152,46,Master's,Divorced,5,20,156,Business,24832.23294,14.676188,98,9353.065819,0.896496826,Monthly,40382.98008,0,0
157,77986.61767,Unemployed,635,0.426711787,39381.60116,43,Bachelor's,Widowed,6,7,157,Auto,23668.34432,5.693113114,278,86194.31383,0.789350324,Monthly,9409.208458,2,0
158,57107.49381,Unemployed,354,0.172645587,14030.49408,52,High School,Divorced,7,27,158,Business,39468.52122,7.723089495,145,81403.95219,0.82340283,Quarterly,10599.07604,1,0
159,32130.44754,Retired,799,0.248376403,49526.28289,32,Bachelor's,Widowed,6,15,159,Business,41257.3069,10.59901851,278,3823.599154,0.965281014,Annually,17011.26208,3,0
160,59848.30413,Employed,835,0.460776079,2262.710339,20,PhD,Married,5,25,160,Personal,28169.9666,8.810334809,344,9562.899281,0.714171397,Annually,15906.62657,2,0
161,35379.77495,Self-employed,461,0.422677408,30572.91152,40,Bachelor's,Single,8,15,161,Auto,9810.092861,12.88627524,279,5388.125942,0.665697069,Quarterly,47826.38745,2,0
162,61806.26906,Unemployed,458,0.493943361,33315.7931,46,PhD,Single,2,14,162,Auto,23920.15332,11.78352654,64,33806.98141,0.988620783,Annually,39453.69914,4,1
163,67378.93369,Retired,487,0.401699304,34714.2323,51,Master's,Single,5,13,163,Business,48435.55264,2.287012252,110,51174.25457,0.931721567,Monthly,36200.43961,4,1
164,37689.76522,Self-employed,359,0.25727808,6898.991361,50,PhD,Single,3,11,164,Personal,37896.32346,14.97868666,258,53468.59893,0.661521792,Quarterly,9298.161203,2,0
165,64450.64194,Employed,618,0.336255134,46987.95939,58,PhD,Married,1,28,165,Personal,40746.96759,11.65743313,47,27132.8426,0.731890299,Annually,45476.27797,4,1
166,56191.7139,Retired,510,0.364405702,9877.980673,58,High School,Single,0,13,166,Auto,2608.449442,13.16269477,39,91203.89021,0.707539065,Quarterly,41393.51898,1,0
167,62330.9024,Unemployed,705,0.131382327,31514.91676,40,PhD,Divorced,0,26,167,Personal,23925.11367,10.29116911,231,37142.14759,0.574547839,Quarterly,8182.092066,1,0
168,78451.89474,Self-employed,408,0.317798784,11911.12788,24,PhD,Divorced,9,22,168,Mortgage,32684.43555,13.05984923,113,5032.240519,0.978909662,Annually,43558.5166,4,0
169,46319.17826,Unemployed,375,0.383728331,16053.60443,20,Bachelor's,Single,2,28,169,Business,41671.6015,3.017170162,274,30372.5976,0.702156216,Annually,13612.37682,0,1
170,38693.95753,Employed,841,0.166928522,27776.46854,49,Master's,Divorced,3,24,170,Mortgage,3414.409026,6.19446078,282,53345.38754,0.937664541,Quarterly,4043.487292,2,0
171,36657.28356,Self-employed,613,0.412252687,21442.47751,48,Bachelor's,Widowed,1,29,171,Auto,42769.5054,13.33168274,235,41118.07135,0.594678114,Quarterly,32841.11533,1,0
172,37762.84573,Employed,416,0.333509112,8851.054448,35,Bachelor's,Married,0,9,172,Auto,27871.6459,4.222345352,150,27747.33065,0.773935405,Annually,32690.23297,4,1
173,48843.47436,Employed,318,0.480888714,9375.883719,60,Master's,Single,3,10,173,Personal,10668.38456,2.556268331,291,13566.66335,0.511980693,Quarterly,4746.600478,4,0
174,55117.27962,Retired,731,0.116968919,21489.09462,24,Master's,Single,6,4,174,Personal,16545.50561,12.13960569,297,82006.86776,0.882110242,Annually,15942.59045,1,0
175,54150.36199,Unemployed,649,0.206130455,38106.86594,58,PhD,Married,9,17,175,Auto,14814.54804,12.7790631,261,99616.45159,0.790456949,Quarterly,49640.72311,1,0
176,62407.74874,Self-employed,482,0.340621552,45000.2677,18,PhD,Divorced,5,14,176,Auto,27012.09268,3.695804946,333,33289.44229,0.812794792,Quarterly,33921.33335,0,0
177,50195.02838,Employed,412,0.218623965,5122.255451,31,High School,Married,5,24,177,Mortgage,3532.598316,13.03367077,328,38471.2939,0.525860441,Quarterly,36503.75833,4,0
178,71803.01116,Employed,482,0.385769666,20262.09147,69,Bachelor's,Married,8,18,178,Mortgage,8768.271766,10.77136524,89,61994.73371,0.605519165,Annually,10645.86428,4,0
179,46030.1475,Self-employed,780,0.403602113,5912.032622,49,Master's,Divorced,1,11,179,Personal,40821.95913,8.521116223,308,71984.92674,0.537165436,Monthly,3939.10355,3,0
180,90802.5375,Employed,445,0.141006386,1813.031551,23,PhD,Married,3,16,180,Mortgage,7497.595547,12.7083776,349,39506.93871,0.644457158,Annually,13845.08449,0,0
181,59385.01022,Retired,412,0.305541786,33424.21545,56,Master's,Divorced,4,1,181,Personal,12436.4172,7.159864866,318,90540.48694,0.813719504,Quarterly,12444.91926,1,0
182,37142.63665,Retired,775,0.303556222,30520.02266,27,PhD,Divorced,0,29,182,Personal,23215.15967,4.118918409,24,56220.39693,0.783092992,Monthly,11727.20504,1,0
183,33936.61253,Retired,602,0.247712308,8987.936577,24,High School,Married,7,7,183,Business,26338.92352,5.345511134,357,45313.8126,0.806074911,Monthly,9637.716094,2,0
184,57237.08623,Retired,417,0.473169945,12456.82882,43,High School,Widowed,7,28,184,Personal,38416.9135,8.319714247,93,64843.93894,0.774625636,Quarterly,28737.78453,1,0
185,46648.05822,Employed,460,0.431002528,2161.679929,51,Master's,Divorced,5,10,185,Mortgage,22919.28891,8.672965701,20,95303.9829,0.636514398,Annually,16405.17379,4,0
186,60710.00741,Self-employed,700,0.378883753,41912.41308,47,High School,Married,4,9,186,Auto,39703.36643,12.37534116,224,79557.95329,0.622253749,Monthly,41017.25075,1,0
187,57098.56437,Self-employed,497,0.385730654,48759.83921,53,Master's,Divorced,7,27,187,Auto,31298.96905,12.18326177,59,4481.306488,0.568529842,Monthly,9197.370892,4,0
188,48907.56631,Self-employed,559,0.284686458,7637.517303,38,PhD,Widowed,2,28,188,Mortgage,6541.887232,9.348448522,60,33564.83612,0.924535437,Annually,23231.35354,4,0
189,37298.09423,Self-employed,346,0.468397808,12342.28547,34,Bachelor's,Widowed,2,28,189,Auto,8660.240481,12.04060403,320,47319.19615,0.808239679,Annually,682.8918213,0,0
190,27277.29163,Unemployed,698,0.377838171,43552.06667,50,High School,Single,1,25,190,Personal,22414.65255,4.088941687,51,31794.49843,0.593255506,Monthly,24084.11612,1,0
191,43302.27572,Self-employed,377,0.391592425,46396.7261,27,PhD,Divorced,4,3,191,Auto,20447.58026,2.175871116,291,70168.6623,0.58860469,Annually,2791.911044,0,1
192,62845.98191,Unemployed,423,0.444676362,21561.74176,68,Bachelor's,Divorced,2,22,192,Mortgage,37433.66921,13.29405661,237,82713.78041,0.936517801,Monthly,48886.17559,4,0
193,53211.40616,Unemployed,374,0.209628636,3480.501141,64,Bachelor's,Married,2,23,193,Auto,29456.11985,2.519985666,119,73268.83697,0.871365432,Quarterly,39529.60643,1,0
194,31313.91832,Retired,436,0.422828362,2930.199851,59,Bachelor's,Divorced,5,14,194,Personal,20018.52097,4.830293802,256,98938.66204,0.82969954,Annually,24505.57383,1,0
195,52597.71389,Unemployed,699,0.178096241,29123.54344,68,PhD,Single,7,26,195,Personal,9367.253889,10.88680582,266,27618.49097,0.703432054,Monthly,4329.367909,0,0
196,55779.7607,Employed,804,0.238136781,20251.86034,29,PhD,Widowed,1,25,196,Mortgage,12115.01801,7.027547158,44,87561.45475,0.630987782,Annually,29622.27204,0,0
197,36742.13846,Unemployed,799,0.234244182,2403.968951,73,Master's,Widowed,3,15,197,Mortgage,29199.5499,13.33023859,34,76778.95518,0.989725382,Annually,37938.18754,4,0
198,52305.87659,Retired,437,0.491410187,29579.36722,33,Bachelor's,Single,6,2,198,Mortgage,21748.50144,5.522727228,344,36536.78638,0.898619788,Monthly,9535.86265,4,1
199,50873.13078,Unemployed,349,0.442614889,1553.824293,58,Bachelor's,Divorced,0,24,199,Business,26231.44793,1.66026318,65,73545.39209,0.650889612,Quarterly,28410.41704,1,0
200,32855.44553,Employed,553,0.380467945,39581.22595,49,Bachelor's,Divorced,0,14,200,Business,9363.19433,5.558851148,320,10855.55766,0.923782398,Monthly,40710.54492,1,0
201,55366.81041,Employed,725,0.390822705,16015.20831,32,Master's,Single,9,16,201,Personal,33482.40636,9.304013164,60,79038.68149,0.879465974,Annually,38412.38888,3,0
202,58411.7679,Employed,846,0.324829118,2972.642147,44,Bachelor's,Married,6,7,202,Business,42774.3983,6.575168068,89,53466.89496,0.648540275,Monthly,40149.60089,3,1
203,66245.76865,Retired,601,0.478836267,29829.25883,45,PhD,Widowed,6,4,203,Business,13639.03583,8.720782203,347,29582.87218,0.713276427,Annually,43966.17124,2,0
204,65807.03078,Retired,648,0.298503501,20486.53631,34,Bachelor's,Single,0,18,204,Auto,25084.19707,13.3340746,133,65749.84153,0.592976723,Monthly,46884.10511,4,0
205,29334.95948,Self-employed,348,0.252207084,48716.22025,63,High School,Single,0,24,205,Business,48800.83912,13.81854823,101,64341.18987,0.555526222,Quarterly,20276.05776,2,0
206,35932.6244,Retired,373,0.165214135,27665.73446,67,PhD,Divorced,3,27,206,Auto,17328.84529,5.090649873,357,21343.87916,0.861381016,Quarterly,28438.45513,2,1
207,57725.52901,Employed,560,0.414482261,14486.71987,19,Master's,Widowed,4,5,207,Mortgage,30157.2709,7.738896389,204,3524.542774,0.633755929,Quarterly,39532.9763,0,0
208,57706.78926,Employed,655,0.393777573,35762.50437,53,Bachelor's,Divorced,4,6,208,Auto,5419.58931,8.913444206,255,43645.4474,0.910029683,Quarterly,34856.9907,0,0
209,57725.71529,Retired,559,0.253742015,14303.10812,67,High School,Single,3,27,209,Auto,30694.73512,14.31301817,160,57166.431,0.997804356,Monthly,49776.01141,3,1
210,107790.9724,Unemployed,594,0.110077366,45307.92128,24,Master's,Married,7,7,210,Mortgage,5391.956892,14.98133381,157,87722.2252,0.538309907,Quarterly,683.8825552,2,0
211,58563.35766,Retired,612,0.435598931,19361.37655,30,Master's,Widowed,6,15,211,Mortgage,48002.53633,4.677997859,327,92857.57117,0.736517563,Monthly,17756.66077,3,0
212,67033.4846,Retired,481,0.104567193,27943.55958,32,PhD,Single,8,26,212,Personal,36067.46995,11.31422826,152,53116.11921,0.90103128,Annually,14051.39631,4,0
213,64310.02645,Employed,663,0.381479912,3478.082087,42,Master's,Single,6,1,213,Personal,39619.82962,6.60341934,297,75503.44663,0.894475448,Annually,13115.79251,1,0
214,59770.86877,Self-employed,487,0.488102844,21879.94066,40,Master's,Married,9,24,214,Personal,35501.11368,1.609460658,350,44210.6756,0.879998579,Annually,11126.48912,0,0
215,45270.96133,Employed,842,0.275064531,41785.81344,39,Master's,Single,0,4,215,Personal,29896.72277,1.624909053,122,74735.17458,0.674497468,Quarterly,35456.19204,4,0
216,61384.53831,Self-employed,847,0.193989362,40476.79146,43,Master's,Single,6,29,216,Auto,23045.72627,7.717641102,119,20877.75173,0.726926628,Quarterly,4237.973664,4,0
217,38407.62178,Employed,707,0.381948404,11991.60938,50,Bachelor's,Widowed,0,25,217,Auto,43060.29561,8.092521326,292,37420.94111,0.797484179,Quarterly,37080.4417,0,0
218,46447.7209,Retired,713,0.426851257,12077.87448,28,Bachelor's,Widowed,6,1,218,Personal,47884.94771,1.804690904,61,63605.68588,0.986970292,Annually,34671.2921,0,0
219,42719.54678,Employed,641,0.318572126,41047.9603,27,Bachelor's,Widowed,9,11,219,Business,25452.77247,10.77352013,25,2306.717578,0.663773635,Annually,12540.20663,2,0
220,51228.11209,Employed,519,0.48681411,46589.52259,42,Bachelor's,Divorced,7,18,220,Personal,46645.21741,5.469045746,145,72384.90038,0.961571944,Annually,12641.68916,3,1
221,84719.8785,Employed,462,0.120667489,5672.685142,54,High School,Married,8,14,221,Business,29583.31259,9.058556871,87,83635.78238,0.634678459,Annually,31443.02927,4,0
222,21991.02211,Retired,519,0.301918239,23052.87333,65,Bachelor's,Widowed,2,22,222,Mortgage,27380.82516,5.562407488,95,40214.59528,0.994537233,Monthly,38108.55527,2,0
223,60293.90286,Retired,569,0.387381579,17535.25967,60,Master's,Divorced,3,11,223,Auto,23269.65391,3.756313251,354,45070.27051,0.835131843,Monthly,43824.28065,2,1
224,25809.26193,Retired,699,0.445056188,43663.73432,70,Bachelor's,Divorced,3,10,224,Auto,11255.10031,6.996845471,169,85202.58012,0.73175574,Quarterly,42606.97819,4,0
225,42921.02201,Retired,481,0.171702245,5092.720819,55,Bachelor's,Married,8,27,225,Business,1182.26338,4.635690425,297,77677.63621,0.806695214,Quarterly,48244.14971,4,0
226,66334.25895,Self-employed,504,0.420001393,11345.17119,58,PhD,Married,6,17,226,Personal,12833.80512,8.719813188,325,29170.87416,0.636265585,Annually,29069.24477,1,0
227,50964.20029,Self-employed,527,0.32108283,37870.94854,62,Master's,Single,2,4,227,Auto,25976.43541,4.184185159,105,32735.6226,0.637086929,Monthly,45432.77807,3,0
228,33833.82833,Unemployed,549,0.258621473,3513.3986,41,Bachelor's,Divorced,9,24,228,Business,19618.03766,8.363480685,308,68048.38412,0.556777272,Monthly,40425.66366,4,0
229,39270.44436,Retired,740,0.152686011,25134.23366,57,Bachelor's,Widowed,4,15,229,Mortgage,22975.77617,3.624609951,105,56538.2102,0.557025149,Quarterly,44733.38122,0,0
230,60193.96623,Self-employed,832,0.446118304,22663.2447,63,Bachelor's,Married,6,26,230,Mortgage,49051.76276,10.55815858,68,16641.84232,0.673835871,Monthly,581.3300643,1,0
231,39044.50052,Employed,495,0.162909283,17385.65777,73,High School,Divorced,7,16,231,Auto,18163.34616,11.67815874,175,31338.02597,0.881427739,Quarterly,48295.14959,3,0
232,53246.87884,Retired,818,0.223915144,20334.04345,50,Bachelor's,Widowed,0,21,232,Personal,23156.96403,2.990322162,331,90048.33605,0.803985584,Annually,23676.50814,0,0
233,50683.5776,Unemployed,369,0.216018213,26967.08876,34,PhD,Divorced,1,13,233,Business,7542.262016,7.815332563,109,68973.35645,0.55129228,Annually,39909.14948,0,0
234,40225.99479,Unemployed,698,0.448565614,8907.000561,41,Master's,Married,6,9,234,Auto,3349.928889,2.456767959,27,98604.44461,0.926118262,Quarterly,6360.205967,3,0
235,82159.16134,Unemployed,502,0.369081198,29027.79804,54,Master's,Single,1,11,235,Mortgage,38995.06622,9.575463015,355,76817.74673,0.800683813,Annually,19797.05479,1,0
236,59508.78533,Employed,447,0.418672559,40466.18414,74,Bachelor's,Divorced,6,11,236,Personal,28963.47558,5.069458022,89,94226.456,0.980427788,Annually,13573.03315,0,0
237,19622.8612,Self-employed,771,0.20018716,38247.88556,19,Bachelor's,Widowed,8,6,237,Business,38274.5355,8.622930167,357,22010.7631,0.835092734,Monthly,14582.93853,2,0
238,52796.81472,Employed,498,0.34994964,8541.09533,49,Bachelor's,Married,1,1,238,Auto,8343.277145,8.485723627,83,77262.74504,0.587587432,Monthly,6162.780998,3,1
239,40073.20303,Retired,725,0.328698393,8313.224017,74,Master's,Single,6,22,239,Business,29019.60979,13.97878367,281,2511.643255,0.736891681,Monthly,40288.19163,3,0
240,62786.50002,Unemployed,791,0.433132151,14140.54402,41,Master's,Widowed,3,6,240,Personal,13428.48124,8.912623505,298,67240.62216,0.824248799,Monthly,462.1157291,4,0
241,38112.18892,Employed,441,0.462434824,18692.66159,26,High School,Widowed,1,13,241,Personal,12175.02903,9.370479476,77,47193.58667,0.514132351,Monthly,15625.27285,1,0
242,48278.95338,Employed,612,0.104862709,21014.32349,21,PhD,Widowed,6,22,242,Mortgage,1564.774689,6.922317198,79,35002.62716,0.507455132,Quarterly,8720.527161,2,0
243,57574.80918,Self-employed,464,0.369607968,34305.16362,34,High School,Divorced,4,24,243,Personal,7386.695455,14.31257464,204,86309.23305,0.5647015,Quarterly,29451.94703,2,0
244,62986.32791,Self-employed,613,0.12073432,3777.341176,34,PhD,Married,0,22,244,Auto,16154.13746,11.99200978,66,85499.63542,0.625832218,Monthly,12712.62013,4,0
245,31995.55389,Unemployed,320,0.319543466,2698.962507,70,High School,Widowed,4,5,245,Business,6727.059269,5.352971419,179,2719.019637,0.714774562,Annually,12949.92273,0,1
246,44982.48146,Employed,381,0.215053092,20203.61758,67,Master's,Divorced,2,15,246,Personal,49307.06358,12.89682941,36,61145.75968,0.743720237,Annually,24416.9072,0,0
247,42875.82033,Employed,430,0.22271064,35161.02091,65,High School,Married,6,27,247,Personal,16122.99978,7.337350862,142,37099.30632,0.569013804,Quarterly,32634.45197,2,0
248,40200.06151,Self-employed,604,0.241183401,10478.3318,47,PhD,Married,5,18,248,Auto,7385.873388,12.68700644,336,41858.26965,0.83669579,Quarterly,6065.235228,1,0
249,76481.8136,Employed,670,0.34851698,32433.71958,57,Bachelor's,Divorced,7,20,249,Business,10755.03333,12.60898892,113,83288.05355,0.798069031,Quarterly,8775.572623,0,0
250,56074.72566,Employed,683,0.233619986,13731.57876,28,PhD,Divorced,4,14,250,Business,29797.45819,4.049747521,293,31329.05727,0.647232049,Annually,12358.73723,3,0
251,31086.74068,Employed,744,0.39307962,44418.21933,38,Bachelor's,Widowed,1,15,251,Mortgage,4138.132669,10.96540527,307,94333.35666,0.506829942,Quarterly,48687.41071,4,0
252,63767.92921,Self-employed,724,0.261810954,44888.80727,38,Master's,Married,8,26,252,Mortgage,43259.27238,5.423680086,305,18373.56572,0.538823958,Annually,19857.625,1,0
253,81832.34296,Unemployed,460,0.12734128,15567.07301,35,PhD,Single,7,5,253,Business,48113.48428,5.516151045,274,66440.88113,0.695847388,Quarterly,29949.50453,0,0
254,65486.97891,Retired,477,0.413503937,12269.69394,72,High School,Divorced,5,26,254,Auto,13090.62361,5.500699038,131,67374.45417,0.576987176,Annually,12077.14064,2,0
255,27209.45051,Unemployed,789,0.21430333,21153.89463,46,PhD,Married,9,4,255,Auto,23054.66816,11.29517134,242,25593.41856,0.688409803,Quarterly,24522.97626,4,0
256,42736.48891,Retired,626,0.273106752,12786.04767,41,Bachelor's,Married,6,2,256,Mortgage,2084.5881,4.602651564,302,32812.68559,0.814091302,Quarterly,3705.958719,0,0
257,69003.66724,Employed,588,0.374177553,33946.80832,27,Master's,Widowed,8,7,257,Personal,32394.80101,1.512228776,172,83562.45001,0.773618714,Annually,1737.107296,2,0
258,39384.95802,Unemployed,653,0.232982463,41477.16954,62,High School,Single,6,10,258,Auto,21282.37684,11.15569752,172,76299.62287,0.615587942,Quarterly,23436.67634,0,0
259,56657.29142,Retired,327,0.122634262,33981.51441,34,PhD,Widowed,2,16,259,Personal,14232.86484,3.810994042,89,33245.04009,0.671911246,Monthly,19932.96438,4,0
260,61619.5108,Self-employed,342,0.249568419,41393.17192,35,Bachelor's,Single,5,10,260,Auto,11135.01842,2.910512337,49,53628.67642,0.807015599,Annually,6844.015985,3,1
261,36096.04293,Self-employed,722,0.477779433,20452.61595,59,High School,Single,6,18,261,Business,33047.13081,4.706467628,39,6637.189477,0.930427514,Quarterly,34380.07145,3,0
262,49107.11966,Unemployed,476,0.356693759,8659.531565,65,Master's,Divorced,1,17,262,Mortgage,21394.63452,6.628657051,111,21270.2153,0.876606719,Annually,49645.17454,2,0
263,1380.989899,Unemployed,828,0.368591659,37159.59642,37,High School,Married,2,21,263,Personal,9803.305162,7.924735421,305,48839.14561,0.776700013,Quarterly,19782.34106,3,0
264,34634.18538,Employed,793,0.352912861,18663.25075,54,Master's,Married,3,28,264,Personal,34766.34499,2.10169555,135,9054.38666,0.681146499,Monthly,31227.9318,4,0
265,46211.47773,Unemployed,497,0.179596856,33892.27044,62,High School,Married,9,13,265,Business,28688.54187,14.60273999,103,84411.56931,0.682525639,Quarterly,48148.79712,2,0
266,31283.25227,Employed,816,0.267333546,14261.55316,35,PhD,Single,5,1,266,Auto,43074.93069,11.16685122,266,71941.61791,0.939708655,Quarterly,41576.74862,0,0
267,74486.16956,Employed,813,0.400375919,4980.252106,34,Bachelor's,Married,0,1,267,Personal,6756.319045,5.863119882,108,94391.55023,0.519621788,Monthly,23177.61117,1,0
268,28547.87933,Self-employed,321,0.140549159,49636.50798,26,PhD,Divorced,8,15,268,Auto,39497.6635,5.802412973,17,69499.95714,0.993991322,Annually,36874.47422,0,0
269,43399.3327,Self-employed,411,0.21114111,8653.873889,31,PhD,Single,4,1,269,Business,34002.32255,7.555324416,180,94069.93654,0.832187705,Quarterly,6406.752013,4,0
270,51961.10866,Retired,356,0.210527643,49432.6287,66,Master's,Single,6,6,270,Mortgage,6635.535905,9.954305107,282,55673.99929,0.84056885,Quarterly,25605.19277,2,0
271,71619.09934,Self-employed,365,0.272807571,48886.7167,46,Master's,Single,8,25,271,Personal,35046.21576,3.476036399,119,60221.7518,0.518998919,Monthly,13953.01386,0,0
272,28462.06773,Self-employed,397,0.492147496,39897.08709,48,Master's,Single,8,26,272,Auto,22635.81716,4.050552486,310,97708.61994,0.802764637,Annually,8058.184395,2,0
273,67447.45628,Unemployed,443,0.127001019,33311.72514,21,PhD,Divorced,0,13,273,Personal,47304.25449,13.10236687,58,64391.85011,0.74238903,Annually,21314.04531,3,0
274,50153.49592,Self-employed,734,0.307480398,29312.54546,35,High School,Married,0,27,274,Auto,7938.95618,4.959441473,110,3563.263602,0.552889453,Monthly,6550.727722,1,0
275,35277.37023,Retired,385,0.171745873,43438.97572,37,High School,Divorced,2,28,275,Auto,32498.83615,6.632632473,25,72518.37627,0.638961005,Monthly,34949.25541,4,0
276,56931.55211,Unemployed,643,0.488270618,15182.53656,73,PhD,Married,5,1,276,Auto,19717.02223,13.26216999,205,90594.13487,0.945157228,Quarterly,22812.0022,0,0
277,52985.89543,Retired,593,0.145321402,23916.37941,73,PhD,Divorced,1,5,277,Business,47883.91886,10.4524957,168,79660.23485,0.774994208,Monthly,26557.23163,1,0
278,40996.74684,Self-employed,542,0.261440401,31350.1085,64,Bachelor's,Widowed,9,9,278,Mortgage,17168.76987,6.113110371,165,58591.41063,0.706708288,Monthly,7318.796933,4,0
279,51047.03127,Retired,331,0.395153994,21148.33332,60,Master's,Widowed,0,25,279,Personal,48147.10957,10.72994387,126,67294.69955,0.536341078,Monthly,6988.583055,4,0
280,44220.29605,Unemployed,690,0.381821771,21946.83625,61,Master's,Widowed,0,17,280,Mortgage,45172.8067,1.765723408,269,99024.08303,0.857060764,Annually,29170.77176,3,0
281,51702.76018,Employed,576,0.269091455,17183.94871,26,PhD,Widowed,4,16,281,Auto,14248.77853,11.43117591,156,9520.877807,0.851425412,Monthly,49250.48739,2,0
282,59931.96012,Retired,831,0.238609667,28647.35902,30,PhD,Single,3,8,282,Auto,40373.54706,8.074716547,302,66890.86045,0.807021803,Quarterly,4812.529162,2,0
283,73790.25224,Retired,453,0.259044951,42678.15187,32,High School,Single,0,17,283,Mortgage,49784.60589,12.47795899,21,28698.07061,0.755131323,Quarterly,14286.57143,1,0
284,31432.76752,Unemployed,682,0.205710505,10874.89052,44,PhD,Divorced,3,15,284,Mortgage,13380.48711,14.3876083,225,64188.99446,0.716892201,Quarterly,43472.95583,3,1
285,81995.50062,Unemployed,367,0.182133175,46787.2189,32,High School,Divorced,2,24,285,Personal,22402.0813,13.99814542,244,60958.5458,0.796635546,Monthly,3613.600613,4,0
286,20718.68301,Retired,513,0.293215879,34765.29503,45,PhD,Widowed,1,1,286,Auto,26488.85609,13.77507809,182,15768.95479,0.616697726,Annually,43794.28607,3,1
287,47723.22357,Self-employed,675,0.207413502,41340.38742,54,Bachelor's,Married,8,12,287,Mortgage,15451.62565,8.414294405,32,21071.29125,0.970629532,Monthly,26214.29917,3,0
288,58824.7581,Retired,512,0.214984666,28253.34394,72,Bachelor's,Widowed,0,5,288,Business,1747.977143,6.361918541,26,62352.14302,0.794397265,Monthly,20413.3387,1,0
289,54214.87802,Unemployed,378,0.362702425,39196.31837,36,High School,Divorced,6,24,289,Auto,11786.33297,7.777976884,137,13258.87976,0.655596222,Quarterly,15484.02822,2,0
290,40659.5072,Employed,680,0.487414933,1793.81947,43,Master's,Widowed,3,6,290,Auto,14814.90733,10.81359604,352,26885.49708,0.724839925,Monthly,14855.85791,3,0
291,46878.16624,Employed,357,0.34145488,41100.64081,69,Bachelor's,Divorced,4,25,291,Personal,22736.38536,13.43396999,352,83606.932,0.902842394,Annually,15290.12912,3,1
292,42604.98598,Self-employed,325,0.130791787,2966.804095,43,High School,Widowed,9,1,292,Business,9384.021442,4.294315091,224,33045.60485,0.58080803,Quarterly,44240.15405,3,1
293,41159.52865,Retired,746,0.130233446,44605.75544,42,PhD,Married,4,25,293,Personal,43789.46348,13.89560764,199,49061.98555,0.646417811,Annually,36189.76151,0,0
294,62744.03146,Employed,365,0.480569288,49606.17461,43,PhD,Widowed,0,1,294,Business,35540.6455,12.50493313,183,94143.46335,0.839754011,Annually,33486.15039,3,1
295,55355.23229,Retired,553,0.218916316,15409.30565,43,High School,Married,5,10,295,Personal,5174.8234,14.7145562,258,23101.33434,0.657744603,Annually,39937.45745,3,0
296,39606.35607,Unemployed,343,0.136826794,11305.60926,63,Master's,Married,8,10,296,Business,32854.53011,13.38339894,16,39267.78873,0.896250841,Monthly,12855.73315,4,0
297,63493.99813,Employed,396,0.339617835,38502.80483,45,High School,Divorced,1,3,297,Business,33029.16734,5.279153951,242,60842.54867,0.565226744,Monthly,30902.1406,0,0
298,54609.49281,Self-employed,526,0.349459511,13398.29071,66,High School,Married,6,17,298,Business,47854.83751,2.930404803,212,75656.22349,0.881343085,Monthly,23003.31195,3,0
299,62192.93178,Unemployed,735,0.359401928,43412.55678,35,Bachelor's,Single,5,19,299,Mortgage,1148.022696,3.015254472,160,90214.51198,0.534175857,Monthly,39122.08176,3,0
300,59444.43263,Self-employed,678,0.206960811,6039.287016,49,High School,Single,4,28,300,Auto,13148.69004,5.431514801,83,91589.56226,0.506296306,Quarterly,15462.80552,1,1
301,37565.07484,Unemployed,477,0.106044274,7171.804623,70,High School,Single,3,11,301,Business,46461.78249,9.791480274,237,77775.6874,0.949111759,Monthly,32158.93084,1,1
302,41597.2844,Employed,726,0.486006148,48978.4262,20,PhD,Divorced,3,29,302,Mortgage,46674.56185,12.3583244,85,23218.91824,0.790669608,Quarterly,44110.62059,0,0
303,61209.40408,Self-employed,606,0.200357218,34018.10602,19,Bachelor's,Single,5,18,303,Mortgage,36308.73455,13.63987914,318,2968.528339,0.675913449,Annually,20107.52381,4,0
304,59155.55398,Self-employed,803,0.370410515,42497.474,50,PhD,Divorced,3,2,304,Personal,38522.40273,9.920670689,180,38685.50607,0.616297318,Quarterly,3331.104368,0,0
305,49686.47609,Unemployed,567,0.382651948,16892.13949,59,PhD,Divorced,4,9,305,Auto,5482.664939,1.576022722,260,14584.11067,0.808442892,Monthly,25802.54112,0,0
306,51759.91075,Self-employed,307,0.344002967,34147.70373,36,Master's,Single,5,24,306,Auto,26179.9159,4.015276483,291,71183.57092,0.754501092,Quarterly,17298.62439,1,0
307,69164.97344,Unemployed,807,0.225162958,30117.84954,34,Master's,Married,4,17,307,Personal,12347.56657,2.846303752,163,66282.49339,0.995798888,Monthly,33611.26903,1,0
308,41126.42917,Unemployed,775,0.208438502,30554.35589,61,Bachelor's,Widowed,6,28,308,Auto,9879.684137,6.40488042,235,4875.178341,0.991607993,Monthly,47551.64624,4,0
309,58206.46072,Unemployed,596,0.339067313,34444.09052,50,Bachelor's,Divorced,8,14,309,Personal,40704.86166,8.268238414,236,83741.08102,0.817512283,Quarterly,24280.4159,3,0
310,46967.11021,Unemployed,463,0.446438253,29192.59948,29,Master's,Single,9,4,310,Mortgage,7616.868697,2.085861911,49,25249.955,0.721435253,Quarterly,23309.51151,4,1
