Customer_ID,Age,Gender,Income_Level,Occupation,Marital_Status,Education_Level,Location,Policy_Type,Coverage_Amount,Premium_Amount,Policy_Tenure_Years,Claim_History,Payment_Preferences,Customer_Support_Tickets,Marketing_Engagement,Customer_Feedback,Risk_Appetite,Renewal_Behavior
1546,39,Female,Low,Teacher,Widowed,PhD,Urban,Auto,43917,1855,4,No,Monthly,2,Medium,Neutral,Medium,Early
1547,47,Male,Low,Doctor,Single,High School,Rural,Life,41689,998,8,Yes,Monthly,2,Medium,Negative,High,On Time
1548,56,Male,Medium,Doctor,Married,Bachelor,Rural,Auto,71390,1625,8,No,Monthly,2,Low,Neutral,High,On Time
1549,59,Male,Medium,Engineer,Married,Bachelor,Urban,Life,23522,973,8,Yes,Annually,4,Medium,Positive,Medium,Late
1550,18,Male,Medium,Engineer,Married,Master,Suburban,Auto,12395,690,1,Yes,Annually,3,High,Negative,High,Late
1551,67,Female,Medium,Artist,Married,PhD,Rural,Health,58458,1257,8,No,Annually,5,Medium,Positive,Medium,On Time
1552,18,Male,High,Lawyer,Single,PhD,Suburban,Life,12593,801,6,Yes,Monthly,1,Medium,Negative,High,Early
1553,53,Female,Medium,Lawyer,Single,Master,Rural,Home,40450,1918,3,No,Annually,1,High,Neutral,Low,On Time
1554,23,Female,Low,Lawyer,Widowed,High School,Rural,Health,49090,248,2,No,Monthly,2,High,Positive,High,On Time
1555,26,Female,Low,Business Owner,Divorced,Bachelor,Rural,Health,29816,1835,5,Yes,Monthly,0,Medium,Negative,Low,Early
1556,64,Male,Medium,Teacher,Married,Master,Urban,Home,89408,1773,8,Yes,Annually,2,High,Neutral,High,Early
1557,70,Female,Low,Lawyer,Married,Master,Urban,Travel,18227,950,9,No,Monthly,4,Low,Positive,High,Early
1558,59,Female,Medium,Lawyer,Married,Bachelor,Urban,Life,89704,1505,1,Yes,Monthly,1,High,Neutral,Medium,Late
1559,45,Male,High,Business Owner,Single,Bachelor,Rural,Home,63963,1978,4,No,Monthly,5,High,Negative,Medium,On Time
1560,26,Female,Low,Business Owner,Divorced,PhD,Urban,Health,10329,1232,8,Yes,Monthly,2,Low,Negative,Low,Late
1561,32,Male,Low,Artist,Married,High School,Suburban,Life,53665,1525,7,No,Monthly,3,High,Negative,Low,Late
1562,41,Male,Low,Business Owner,Widowed,Master,Suburban,Life,10508,1971,3,Yes,Annually,0,Medium,Positive,Low,Early
1563,27,Male,Medium,Artist,Married,PhD,Suburban,Auto,38891,1431,9,Yes,Annually,0,Medium,Neutral,Medium,Late
1564,28,Male,Medium,Lawyer,Single,PhD,Suburban,Home,85160,946,2,No,Annually,0,Low,Neutral,High,Early
1565,41,Female,Low,Engineer,Married,Bachelor,Urban,Health,5732,278,5,No,Monthly,1,High,Positive,Medium,On Time
1566,56,Male,Low,Business Owner,Married,Master,Urban,Home,21028,800,9,Yes,Monthly,5,Medium,Positive,Medium,Early
1567,49,Male,Medium,Artist,Single,Bachelor,Suburban,Life,15005,188,3,No,Monthly,0,High,Positive,Medium,Early
1568,57,Male,High,Doctor,Married,Master,Rural,Home,36044,1224,1,No,Annually,5,High,Positive,Low,Late
1569,43,Female,Medium,Teacher,Divorced,Master,Rural,Health,40109,1726,1,No,Annually,2,Medium,Neutral,High,Late
1570,33,Female,Low,Artist,Widowed,Bachelor,Urban,Home,97419,1580,5,Yes,Annually,3,Medium,Positive,Low,Early
1571,29,Male,High,Artist,Single,Bachelor,Rural,Life,73419,697,8,No,Monthly,3,Low,Negative,High,Early
1572,64,Female,High,Engineer,Widowed,PhD,Rural,Travel,14046,1940,1,Yes,Monthly,0,Low,Positive,Low,Early
1573,26,Male,Low,Teacher,Divorced,Master,Suburban,Health,65052,1596,5,Yes,Monthly,1,Medium,Neutral,Medium,Late
1574,69,Male,Medium,Business Owner,Divorced,High School,Urban,Auto,64285,687,5,Yes,Monthly,4,Medium,Negative,Low,Late
1575,34,Female,Medium,Lawyer,Married,Master,Urban,Life,89191,147,5,Yes,Annually,3,Medium,Positive,Low,Early
1576,69,Male,Low,Teacher,Widowed,High School,Rural,Travel,24650,1193,10,No,Monthly,0,Medium,Positive,High,Late
1577,61,Female,Low,Artist,Single,Master,Urban,Travel,78399,136,1,Yes,Monthly,4,Low,Negative,Low,On Time
1578,24,Female,Low,Engineer,Widowed,High School,Rural,Travel,11930,1817,6,Yes,Annually,1,Medium,Neutral,Low,Late
1579,44,Female,Medium,Lawyer,Divorced,High School,Suburban,Auto,5909,1313,5,Yes,Monthly,3,Medium,Negative,Low,Early
1580,41,Male,High,Business Owner,Widowed,Master,Urban,Auto,68734,1530,8,Yes,Annually,5,Medium,Neutral,Medium,Late
1581,20,Male,High,Teacher,Divorced,Master,Suburban,Health,94393,212,3,Yes,Annually,5,Medium,Positive,Low,Early
1582,70,Female,Low,Lawyer,Single,Master,Rural,Home,51282,136,6,Yes,Annually,1,High,Neutral,Medium,Late
1583,50,Male,Low,Artist,Widowed,High School,Urban,Auto,68441,273,4,Yes,Annually,1,High,Positive,Low,On Time
1584,44,Male,High,Engineer,Widowed,PhD,Rural,Home,54269,344,2,No,Annually,4,High,Neutral,Low,Early
1585,37,Male,Medium,Doctor,Single,Master,Urban,Life,61528,1227,3,No,Annually,2,High,Positive,Low,Late
1586,20,Female,High,Business Owner,Widowed,PhD,Suburban,Home,19249,950,9,No,Annually,5,Low,Positive,Medium,Early
1587,37,Female,Low,Artist,Widowed,Bachelor,Suburban,Auto,51249,632,9,No,Monthly,5,High,Negative,Medium,Early
1588,62,Male,High,Engineer,Married,PhD,Rural,Home,94669,849,3,Yes,Annually,5,Low,Positive,Low,On Time
1589,39,Male,Low,Engineer,Single,PhD,Rural,Travel,62084,1080,6,No,Monthly,3,Medium,Positive,High,Late
1590,47,Female,Medium,Doctor,Married,Master,Urban,Travel,42014,1338,5,No,Monthly,0,High,Neutral,Low,Early
1591,18,Male,Medium,Teacher,Widowed,PhD,Rural,Life,16523,1238,2,Yes,Annually,2,Low,Negative,Medium,Early
1592,38,Female,Low,Teacher,Married,Master,Rural,Health,40836,1702,2,No,Annually,2,Medium,Negative,Medium,Late
1593,44,Male,Medium,Lawyer,Married,PhD,Rural,Life,68467,1532,8,Yes,Monthly,0,Medium,Neutral,High,Early
1594,63,Male,Medium,Teacher,Widowed,Master,Suburban,Home,14511,1441,1,No,Annually,5,High,Neutral,High,On Time
1595,48,Male,Low,Business Owner,Widowed,High School,Urban,Travel,40263,1699,6,No,Monthly,4,Low,Neutral,High,Late
1596,54,Male,High,Business Owner,Widowed,Bachelor,Suburban,Travel,81800,642,5,Yes,Monthly,0,Medium,Neutral,Medium,Early
1597,19,Male,Medium,Engineer,Married,High School,Urban,Life,91511,1934,1,Yes,Annually,0,High,Positive,High,On Time
1598,50,Male,Low,Teacher,Widowed,Bachelor,Rural,Auto,15086,949,9,No,Annually,5,High,Negative,Medium,On Time
1599,66,Male,High,Doctor,Divorced,Bachelor,Rural,Health,97699,1584,2,Yes,Annually,0,High,Positive,High,On Time
1600,43,Male,High,Engineer,Widowed,Master,Suburban,Home,32607,1965,1,Yes,Annually,5,Medium,Negative,Low,Late
1601,18,Male,Low,Lawyer,Divorced,PhD,Suburban,Health,36292,814,8,No,Monthly,1,Low,Negative,Medium,On Time
1602,38,Female,Low,Lawyer,Married,High School,Urban,Health,49686,963,6,No,Annually,1,High,Positive,Low,Early
1603,30,Female,Low,Lawyer,Single,Bachelor,Rural,Health,51108,139,10,Yes,Annually,2,High,Positive,High,On Time
1604,67,Female,Low,Artist,Widowed,Bachelor,Suburban,Travel,7625,1561,3,No,Monthly,3,High,Positive,Medium,On Time
1605,35,Male,Medium,Lawyer,Divorced,Bachelor,Urban,Health,30609,1803,3,No,Annually,3,Medium,Negative,Medium,On Time
1606,21,Male,Medium,Teacher,Widowed,PhD,Urban,Travel,26331,996,8,Yes,Annually,2,High,Negative,Low,Late
1607,24,Male,Medium,Artist,Married,Master,Suburban,Life,59163,1066,2,No,Annually,1,High,Positive,Low,Late
1608,63,Female,High,Artist,Single,High School,Suburban,Life,6495,447,4,Yes,Annually,3,Medium,Positive,Medium,Early
1609,18,Female,Low,Business Owner,Divorced,Master,Urban,Travel,28722,1879,2,Yes,Monthly,1,High,Negative,Medium,Late
1610,66,Male,High,Teacher,Divorced,Master,Suburban,Health,86726,189,5,Yes,Monthly,1,Low,Positive,Medium,Early
1611,53,Female,Medium,Business Owner,Married,Master,Urban,Life,64567,676,6,No,Annually,0,High,Neutral,Low,Late
1612,24,Male,Low,Business Owner,Single,Bachelor,Suburban,Health,6938,566,7,No,Annually,4,Medium,Positive,Medium,Early
1613,63,Female,Medium,Artist,Married,Bachelor,Suburban,Auto,67124,1658,7,Yes,Annually,1,Low,Positive,Low,Early
1614,63,Female,Low,Artist,Single,Master,Suburban,Health,83314,947,10,No,Annually,1,Medium,Negative,Medium,On Time
1615,19,Male,Medium,Business Owner,Divorced,High School,Urban,Life,99114,169,9,No,Monthly,1,Medium,Positive,Medium,On Time
1616,26,Female,Low,Lawyer,Married,High School,Suburban,Health,25355,1292,2,Yes,Monthly,4,Low,Negative,Medium,Late
1617,60,Male,Medium,Doctor,Married,High School,Suburban,Life,42969,519,3,No,Annually,1,High,Negative,Low,Early
1618,62,Male,Low,Business Owner,Single,Bachelor,Rural,Health,25579,853,3,No,Annually,0,Low,Negative,Medium,On Time
1619,40,Male,High,Engineer,Divorced,High School,Urban,Auto,51862,399,9,No,Monthly,4,High,Negative,High,Early
1620,52,Male,High,Engineer,Divorced,High School,Rural,Travel,72583,371,2,No,Monthly,0,Medium,Neutral,Medium,Early
1621,47,Male,Low,Lawyer,Widowed,PhD,Suburban,Life,9795,280,10,No,Monthly,1,Medium,Negative,Low,Late
1622,49,Female,Medium,Artist,Divorced,High School,Urban,Health,62668,1989,9,Yes,Annually,2,Medium,Negative,Medium,On Time
1623,57,Female,Medium,Doctor,Widowed,High School,Urban,Auto,69585,251,9,Yes,Monthly,0,Low,Neutral,Medium,Late
1624,47,Female,Low,Artist,Divorced,PhD,Suburban,Auto,80826,1033,2,No,Monthly,5,Low,Positive,Medium,On Time
1625,27,Male,Low,Engineer,Divorced,Master,Suburban,Health,94338,1926,6,Yes,Annually,2,Medium,Positive,Low,On Time
1626,20,Female,Low,Lawyer,Divorced,High School,Rural,Auto,66174,1688,3,Yes,Monthly,2,Medium,Positive,High,Early
1627,57,Female,Medium,Lawyer,Single,Bachelor,Suburban,Travel,6587,952,8,Yes,Monthly,1,High,Neutral,Low,Late
1628,23,Male,High,Business Owner,Widowed,Master,Urban,Travel,72904,1471,4,No,Monthly,1,High,Negative,High,Early
1629,37,Female,High,Engineer,Single,Master,Rural,Travel,14804,499,7,Yes,Monthly,2,High,Neutral,Low,On Time
1630,59,Female,Low,Business Owner,Widowed,PhD,Suburban,Life,70078,997,1,Yes,Monthly,1,Low,Negative,High,Late
1631,41,Male,High,Engineer,Married,High School,Urban,Health,59455,971,2,Yes,Annually,4,Medium,Neutral,Medium,On Time
1632,24,Male,High,Business Owner,Married,Bachelor,Suburban,Life,99438,803,4,No,Annually,0,High,Neutral,High,Early
1633,62,Female,High,Doctor,Single,PhD,Suburban,Auto,56003,714,5,No,Monthly,0,High,Negative,Medium,Early
1634,53,Female,Medium,Lawyer,Divorced,PhD,Suburban,Travel,82664,305,3,No,Monthly,3,High,Neutral,Medium,On Time
1635,40,Male,High,Doctor,Widowed,High School,Urban,Travel,41841,1680,4,Yes,Monthly,5,High,Neutral,Medium,Late
1636,37,Female,High,Lawyer,Single,High School,Suburban,Auto,42336,407,4,Yes,Annually,5,High,Neutral,Medium,Early
1637,38,Female,Medium,Engineer,Single,High School,Suburban,Health,79507,780,4,No,Monthly,3,Low,Positive,High,On Time
1638,60,Female,High,Business Owner,Divorced,Master,Urban,Home,56119,872,5,No,Annually,3,High,Positive,Low,Early
1639,45,Female,High,Engineer,Single,Master,Suburban,Auto,22741,664,3,No,Monthly,0,Low,Negative,Low,On Time
1640,48,Male,Medium,Business Owner,Widowed,PhD,Suburban,Home,25402,1553,3,No,Monthly,1,High,Positive,Low,On Time
1641,44,Female,Medium,Engineer,Widowed,Master,Suburban,Home,85946,1645,2,No,Annually,0,Medium,Negative,High,On Time
1642,59,Female,Medium,Teacher,Single,High School,Urban,Auto,71296,1334,1,Yes,Annually,1,Low,Negative,Medium,Early
1643,54,Female,Low,Business Owner,Widowed,Bachelor,Rural,Home,18222,769,8,No,Annually,2,Low,Negative,Medium,Early
1644,50,Female,Low,Teacher,Divorced,PhD,Rural,Life,27191,232,4,No,Annually,0,Medium,Neutral,Medium,On Time
1645,23,Female,Low,Lawyer,Widowed,Bachelor,Suburban,Life,74424,230,4,Yes,Monthly,4,Medium,Positive,Medium,On Time
1646,24,Female,High,Teacher,Widowed,Bachelor,Urban,Health,33717,585,9,Yes,Annually,3,Low,Positive,High,Early
1647,68,Female,High,Artist,Widowed,High School,Suburban,Home,97291,1891,1,Yes,Annually,2,Medium,Positive,Medium,Early
1648,33,Male,Medium,Artist,Single,High School,Urban,Life,14057,1564,2,No,Annually,4,Medium,Neutral,Low,Late
1649,59,Female,Low,Artist,Married,Bachelor,Rural,Health,84914,1762,9,Yes,Monthly,4,High,Positive,Medium,On Time
1650,68,Female,Low,Doctor,Single,Master,Urban,Auto,85970,574,5,Yes,Monthly,1,Medium,Neutral,Low,Early
1651,66,Female,High,Lawyer,Widowed,High School,Suburban,Life,11832,371,9,No,Monthly,3,Medium,Positive,Medium,Late
1652,46,Female,Medium,Lawyer,Single,Bachelor,Rural,Auto,37643,1362,6,Yes,Annually,4,Low,Negative,High,Early
1653,32,Female,High,Engineer,Single,Master,Rural,Health,96015,1791,9,No,Monthly,4,High,Positive,High,Late
1654,49,Female,High,Artist,Divorced,PhD,Urban,Life,40726,1433,3,Yes,Monthly,0,Medium,Positive,High,On Time
1655,56,Male,High,Engineer,Married,High School,Urban,Health,91697,1396,7,No,Monthly,4,Medium,Positive,High,Late
1656,56,Female,Low,Doctor,Married,Bachelor,Rural,Health,50911,989,3,No,Monthly,0,High,Positive,Low,On Time
1657,21,Female,Low,Business Owner,Widowed,Bachelor,Rural,Life,96170,1582,3,No,Annually,4,High,Positive,Low,Early
1658,45,Female,Low,Business Owner,Widowed,PhD,Suburban,Travel,95461,1548,3,Yes,Annually,5,Low,Negative,Medium,On Time
1659,49,Male,Low,Business Owner,Divorced,High School,Rural,Auto,30402,1542,8,Yes,Annually,0,Medium,Neutral,Medium,Late
1660,56,Female,Medium,Engineer,Married,Master,Rural,Auto,5783,323,9,Yes,Monthly,4,Low,Neutral,Medium,Early
1661,30,Female,Medium,Business Owner,Widowed,Master,Urban,Health,99484,370,7,No,Annually,1,Low,Negative,Low,On Time
1662,51,Female,Medium,Engineer,Married,Bachelor,Urban,Travel,98381,511,8,No,Annually,4,Low,Neutral,Medium,Early
1663,58,Male,Low,Teacher,Single,PhD,Urban,Home,68772,1899,8,Yes,Annually,2,Medium,Positive,Low,Late
1664,25,Female,High,Doctor,Divorced,Master,Urban,Health,98901,818,4,Yes,Annually,3,Low,Positive,Low,Early
1665,28,Female,Low,Doctor,Divorced,High School,Urban,Home,74045,894,7,No,Annually,2,Low,Neutral,Medium,Early
1666,31,Male,Low,Teacher,Widowed,PhD,Urban,Health,96903,1280,9,No,Monthly,5,Low,Neutral,High,On Time
1667,25,Female,Low,Teacher,Widowed,PhD,Suburban,Travel,45961,154,10,No,Annually,0,Low,Neutral,Medium,Early
1668,58,Male,Medium,Engineer,Married,Bachelor,Urban,Life,32276,323,5,Yes,Annually,1,Medium,Neutral,Low,Late
1669,62,Male,Low,Artist,Divorced,PhD,Rural,Health,38957,1571,8,Yes,Monthly,1,Medium,Negative,High,Late
1670,61,Male,High,Doctor,Married,High School,Suburban,Auto,80659,102,8,No,Annually,2,Medium,Negative,High,On Time
1671,65,Female,Medium,Business Owner,Married,Bachelor,Suburban,Auto,51024,266,8,Yes,Monthly,5,Low,Negative,High,Early
1672,70,Female,Low,Business Owner,Divorced,Master,Suburban,Travel,19162,1349,6,Yes,Monthly,4,Medium,Negative,Medium,Late
1673,19,Female,Medium,Doctor,Married,PhD,Rural,Auto,63778,1011,2,Yes,Monthly,1,Low,Positive,Medium,Late
1674,33,Female,High,Doctor,Divorced,PhD,Suburban,Travel,82402,1042,6,Yes,Annually,3,High,Negative,Low,Early
1675,29,Male,Medium,Teacher,Married,Bachelor,Urban,Life,75572,1877,1,Yes,Monthly,5,High,Positive,Low,On Time
1676,43,Female,Low,Lawyer,Widowed,Master,Rural,Life,64706,1840,5,No,Monthly,1,Medium,Negative,Medium,Early
1677,52,Female,Low,Doctor,Widowed,PhD,Suburban,Auto,21120,1772,10,Yes,Annually,2,Medium,Positive,Medium,On Time
1678,26,Male,Medium,Business Owner,Widowed,Master,Rural,Auto,20801,436,4,Yes,Annually,2,Medium,Negative,Medium,Late
1679,23,Male,Medium,Engineer,Divorced,Bachelor,Suburban,Home,69760,1540,6,Yes,Monthly,1,High,Positive,Medium,Late
1680,19,Female,High,Artist,Widowed,High School,Urban,Travel,80670,322,2,No,Annually,5,Low,Positive,Low,Late
1681,67,Male,Low,Business Owner,Married,Master,Suburban,Home,36915,939,8,No,Annually,1,High,Negative,Medium,Early
1682,49,Female,Medium,Doctor,Widowed,Master,Suburban,Health,26589,276,5,No,Monthly,0,High,Neutral,Medium,Early
1683,45,Female,Medium,Doctor,Married,PhD,Rural,Auto,49541,604,4,Yes,Monthly,1,Medium,Positive,Medium,Early
1684,57,Female,High,Business Owner,Married,High School,Rural,Home,72739,1615,2,Yes,Monthly,3,High,Negative,Low,Late
1685,38,Female,High,Business Owner,Married,Master,Urban,Home,42133,1747,3,Yes,Monthly,3,Low,Positive,Low,Late
1686,36,Female,Low,Engineer,Divorced,Master,Urban,Life,25724,1616,9,No,Monthly,0,Low,Neutral,High,On Time
1687,70,Male,Low,Engineer,Widowed,Master,Suburban,Home,80002,1228,1,Yes,Annually,0,Medium,Neutral,Medium,Late
1688,51,Male,Medium,Doctor,Divorced,PhD,Rural,Home,43553,793,2,Yes,Annually,1,Medium,Neutral,Low,Early
1689,64,Female,Low,Teacher,Widowed,PhD,Rural,Travel,46772,167,10,No,Monthly,1,Low,Negative,Low,Late
1690,25,Male,Low,Artist,Married,Master,Suburban,Health,46489,1903,7,Yes,Monthly,3,Low,Negative,Medium,Late
1691,43,Female,Medium,Business Owner,Divorced,High School,Suburban,Health,92274,407,8,Yes,Annually,1,Low,Positive,Low,Early
1692,18,Female,Medium,Lawyer,Divorced,High School,Suburban,Health,69008,1529,9,No,Annually,3,Low,Neutral,Medium,Late
1693,66,Female,High,Doctor,Married,High School,Rural,Home,20319,653,6,No,Annually,1,Low,Negative,High,Early
1694,21,Female,Medium,Teacher,Divorced,High School,Urban,Auto,99131,1330,9,Yes,Annually,3,Low,Negative,Low,On Time
1695,45,Female,Low,Lawyer,Widowed,High School,Urban,Home,20932,851,8,No,Monthly,2,Medium,Neutral,Medium,Late
1696,47,Female,Medium,Lawyer,Divorced,Bachelor,Suburban,Home,42736,420,5,No,Monthly,2,Low,Positive,Medium,Late
1697,20,Male,Low,Engineer,Divorced,PhD,Rural,Home,54863,1313,1,No,Annually,5,Low,Negative,Low,Late
1698,51,Male,High,Lawyer,Married,High School,Suburban,Home,13687,1499,5,Yes,Monthly,4,Low,Neutral,Medium,Late
1699,65,Female,High,Business Owner,Single,Bachelor,Suburban,Travel,25232,1619,6,Yes,Monthly,1,Medium,Negative,Medium,On Time
1700,66,Female,Low,Teacher,Widowed,PhD,Suburban,Life,7814,1250,7,Yes,Monthly,1,Medium,Positive,Medium,Late
1701,44,Female,Medium,Teacher,Widowed,PhD,Suburban,Home,18649,1480,9,Yes,Annually,0,Medium,Neutral,High,On Time
1702,37,Male,Medium,Teacher,Widowed,PhD,Urban,Home,32364,594,3,Yes,Annually,3,Low,Positive,Medium,Early
1703,67,Female,Medium,Doctor,Single,High School,Suburban,Life,7700,1118,8,Yes,Annually,5,Low,Neutral,High,Early
1704,65,Female,Low,Business Owner,Married,Master,Suburban,Life,32214,1747,6,No,Monthly,3,Low,Positive,Medium,Early
1705,24,Female,Medium,Artist,Married,PhD,Suburban,Travel,65353,1014,4,Yes,Annually,5,High,Neutral,High,On Time
1706,20,Female,High,Artist,Married,PhD,Suburban,Home,70484,1843,8,Yes,Annually,4,Low,Positive,Low,On Time
1707,42,Male,Low,Artist,Divorced,High School,Urban,Auto,55829,1220,5,No,Monthly,3,Medium,Positive,Medium,Late
1708,25,Female,High,Lawyer,Married,Master,Urban,Life,87295,514,5,No,Annually,5,High,Negative,Medium,Late
1709,68,Male,Medium,Lawyer,Single,High School,Suburban,Home,66981,1163,10,Yes,Annually,0,Low,Negative,High,On Time
1710,60,Female,Low,Business Owner,Divorced,Master,Suburban,Home,87942,1932,6,No,Monthly,4,High,Neutral,Medium,Early
1711,48,Female,High,Business Owner,Married,High School,Urban,Health,36069,421,7,No,Annually,3,Medium,Positive,High,Early
1712,41,Female,Low,Doctor,Divorced,High School,Suburban,Travel,98704,1903,10,Yes,Monthly,5,High,Positive,Low,On Time
1713,43,Female,Low,Teacher,Married,PhD,Rural,Travel,19286,1469,7,Yes,Annually,1,High,Negative,Low,On Time
1714,26,Female,Low,Artist,Divorced,PhD,Rural,Health,5326,1579,10,Yes,Monthly,3,Medium,Neutral,Low,On Time
1715,18,Female,Medium,Artist,Divorced,PhD,Rural,Life,35702,1334,5,Yes,Annually,3,High,Negative,Medium,Early
1716,61,Male,Low,Doctor,Widowed,Bachelor,Rural,Travel,26949,1325,3,Yes,Monthly,2,Medium,Neutral,Medium,Early
1717,23,Male,Medium,Business Owner,Married,Master,Suburban,Travel,63623,1856,10,No,Annually,1,Low,Negative,High,Early
1718,24,Female,Low,Teacher,Married,Bachelor,Urban,Auto,93459,1711,5,No,Annually,4,Medium,Neutral,Medium,Late
1719,42,Female,Medium,Engineer,Married,Bachelor,Urban,Auto,76513,1049,2,Yes,Monthly,2,High,Negative,Medium,Early
1720,66,Male,Low,Teacher,Divorced,PhD,Urban,Health,6485,1448,10,No,Monthly,4,High,Negative,Low,Early
1721,35,Male,Medium,Lawyer,Married,Bachelor,Suburban,Life,66943,986,3,Yes,Annually,4,Low,Negative,High,Late
1722,25,Male,Low,Business Owner,Widowed,PhD,Urban,Travel,5736,1246,6,Yes,Monthly,2,Low,Negative,Medium,On Time
1723,53,Male,High,Doctor,Divorced,PhD,Rural,Health,14577,1017,5,Yes,Annually,3,High,Neutral,Low,Early
1724,35,Female,High,Business Owner,Divorced,PhD,Suburban,Travel,22230,273,3,Yes,Annually,2,High,Negative,Low,On Time
1725,23,Female,Medium,Engineer,Single,Bachelor,Rural,Travel,31535,1176,9,Yes,Monthly,5,High,Neutral,High,On Time
1726,21,Female,Medium,Artist,Divorced,PhD,Suburban,Travel,14006,1057,10,No,Annually,5,High,Negative,High,On Time
1727,54,Female,High,Artist,Married,Bachelor,Rural,Travel,18250,652,2,No,Monthly,1,High,Negative,Medium,On Time
1728,32,Male,High,Engineer,Widowed,Bachelor,Urban,Travel,17171,784,6,No,Monthly,0,Medium,Positive,Low,Late
1729,28,Male,Low,Artist,Divorced,PhD,Rural,Travel,94323,1427,1,No,Monthly,4,Low,Positive,Medium,Early
1730,29,Male,Low,Lawyer,Divorced,Master,Suburban,Travel,15250,1415,1,No,Monthly,2,Low,Positive,Medium,Early
1731,19,Male,High,Engineer,Married,Master,Suburban,Health,72298,240,5,Yes,Annually,3,Medium,Neutral,Low,Early
1732,24,Female,Medium,Doctor,Single,Bachelor,Urban,Health,38173,1455,7,No,Annually,4,High,Positive,Low,On Time
1733,46,Male,Medium,Doctor,Single,Master,Urban,Life,35718,934,5,Yes,Monthly,0,High,Negative,Medium,On Time
1734,68,Female,Medium,Engineer,Single,PhD,Rural,Life,63670,1382,2,Yes,Monthly,3,Medium,Neutral,High,Late
1735,62,Male,Low,Business Owner,Widowed,PhD,Rural,Home,44063,1087,3,No,Monthly,5,High,Positive,Low,Early
1736,46,Female,Low,Engineer,Divorced,High School,Urban,Auto,42481,397,2,No,Monthly,2,Medium,Positive,Medium,On Time
1737,67,Female,Medium,Business Owner,Divorced,Bachelor,Rural,Travel,56987,628,5,No,Annually,4,High,Positive,High,On Time
1738,36,Female,High,Engineer,Divorced,High School,Urban,Life,74006,1533,10,No,Monthly,0,Medium,Neutral,Low,Late
1739,20,Female,Medium,Business Owner,Single,High School,Suburban,Home,94986,1393,7,Yes,Annually,4,High,Negative,Low,Late
1740,51,Male,Medium,Teacher,Married,PhD,Urban,Travel,52903,673,5,Yes,Monthly,4,Medium,Negative,Medium,Late
1741,41,Male,Medium,Artist,Single,Master,Urban,Life,8742,601,3,No,Monthly,0,High,Positive,Low,Late
1742,56,Female,Medium,Artist,Single,PhD,Rural,Home,67073,1961,1,No,Annually,3,Low,Neutral,High,On Time
1743,61,Female,High,Doctor,Married,Bachelor,Rural,Auto,91968,872,5,Yes,Monthly,2,Low,Positive,Low,On Time
1744,40,Female,Medium,Lawyer,Married,PhD,Suburban,Auto,61275,1777,9,Yes,Annually,0,High,Positive,Low,Late
1745,28,Female,High,Business Owner,Married,PhD,Urban,Auto,30230,895,7,No,Monthly,4,High,Negative,Medium,Early
1746,25,Female,Low,Teacher,Widowed,Master,Suburban,Life,19240,1093,8,Yes,Annually,1,Low,Neutral,Low,On Time
1747,32,Female,Low,Business Owner,Married,High School,Urban,Travel,8558,981,3,Yes,Monthly,5,Low,Positive,Low,Early
1748,56,Female,High,Artist,Divorced,PhD,Suburban,Health,45213,554,4,Yes,Annually,3,Medium,Negative,Low,Late
1749,30,Male,Low,Doctor,Married,PhD,Urban,Life,73581,567,2,No,Annually,1,High,Positive,Medium,Early
1750,68,Male,High,Lawyer,Widowed,Master,Rural,Health,84169,819,9,Yes,Monthly,0,Medium,Negative,Low,Early
1751,31,Male,Medium,Business Owner,Widowed,Bachelor,Urban,Auto,95518,1906,1,No,Monthly,4,High,Positive,Low,Early
1752,65,Female,High,Teacher,Married,Master,Urban,Home,66362,386,8,Yes,Annually,5,High,Positive,Medium,Early
1753,64,Female,Medium,Lawyer,Married,Bachelor,Rural,Auto,77290,903,10,Yes,Monthly,2,Medium,Positive,High,Early
1754,50,Female,High,Artist,Divorced,PhD,Urban,Life,39527,1711,9,Yes,Annually,4,Low,Positive,Low,On Time
1755,55,Female,Low,Teacher,Single,Bachelor,Rural,Home,47696,982,10,No,Monthly,5,Medium,Negative,Low,Late
1756,47,Male,Low,Lawyer,Single,High School,Urban,Travel,32875,1922,5,Yes,Annually,3,Low,Positive,Medium,On Time
1757,54,Female,High,Engineer,Widowed,Master,Suburban,Travel,32850,1376,8,Yes,Annually,3,High,Positive,High,Early
1758,22,Female,High,Artist,Married,Master,Urban,Health,6193,1618,7,Yes,Monthly,2,High,Neutral,Low,Early
1759,57,Male,High,Lawyer,Divorced,PhD,Urban,Health,66179,860,4,Yes,Annually,2,High,Neutral,Medium,Early
1760,25,Male,Low,Lawyer,Married,PhD,Urban,Travel,77578,334,3,No,Annually,4,High,Negative,Medium,Late
1761,49,Male,High,Lawyer,Divorced,Master,Rural,Auto,78203,1262,9,No,Monthly,5,Low,Negative,High,Late
1762,59,Male,Medium,Artist,Married,PhD,Suburban,Life,13351,1092,2,Yes,Monthly,2,Low,Positive,High,Late
1763,68,Female,Low,Business Owner,Single,Master,Rural,Home,10685,855,1,No,Monthly,0,Medium,Negative,Low,On Time
1764,56,Female,High,Teacher,Divorced,High School,Rural,Travel,86344,1941,6,No,Annually,5,Medium,Negative,Medium,On Time
1765,42,Male,High,Business Owner,Widowed,High School,Suburban,Travel,31099,248,7,Yes,Monthly,2,Low,Positive,Medium,Early
